"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"gene_symbols"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	0.212996389891697	0.790328709861296	0.125033367555272	0.645156401645841	1.2592220362272	5	"Abcg1, Abca6, Abca5, Psme1"
"REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS"	0.144981412639405	0.740546218487395	0.157402899305283	0.768304914744233	1.306901219119	3	"Abcg1, Abca6, Abca5"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.262931034482759	0.812355608796098	0.122679189568808	-0.689067201604814	-1.23103459966494	3	"Cdkn1c, Ccnd2, Tfdp1"
"REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION"	0.642241379310345	0.993237845917794	0.070113215764256	-0.474423269809428	-0.847568217818803	3	"Plcb1, Gna11, Marcks"
"REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K"	0.676724137931034	0.993237845917794	0.0675188953767744	-0.451399706872538	-0.806436086559521	3	"Bdnf"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"	0.029220169350364	0.549058596905487	0.352487857583619	-0.768490616378943	-1.65188314541385	5	"H4c12"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"	0.0625	0.549058596905487	0.271288554688953	-0.727946783047151	-1.56473351273931	5	"H4c12"
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS"	0.0382852778932554	0.549058596905487	0.321775918075361	0.860509238070448	1.46374252034012	3	"Pmaip1, Dynll1, Tfdp1"
"REACTOME_ACTIVATION_OF_C3_AND_C5"	0.0866425992779783	0.595741871595973	0.204294756516886	0.731001298858444	1.42677487456532	5	"C3, Cfb, C4b, C2"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP"	0.84698275862069	0.993237845917794	0.0567672387487446	-0.377131394182548	-0.673754016701628	3	"Elovl6, Carm1, Scd1"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING"	0.267241379310345	0.812355608796098	0.121543282035469	-0.682046138415246	-1.21849130680082	3	"Plcb1, Gng5, Dlg4"
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES"	0.16256157635468	0.745285714285714	0.172324344900946	-0.594956793601178	-1.32901179997851	6	"Mmp16, Col18a1"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS"	0.968698517298188	0.993237845917794	0.0382416816260774	0.231971428041403	0.520723927259708	8	"Gria3, Grin2c"
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PS"	0.245487364620939	0.812355608796098	0.115240003147781	0.663750832711341	1.22948316318649	4	"Pla1a, Plaat3, Pla2r1"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"	0.966577540106952	0.993237845917794	0.0282923737721473	0.17623095495412	0.600016611178822	50	"Zap70, C3, H2-Q7, B2m, Ctsc, H2-D1, Vcam1, Ube2l6, Uba7, Xdh, Lgmn, Pik3r1, Cd74, Trim69, Psme1, Erap1, Fbxo7, Colec12, Icam1, Mrc2, Tapbp, Tap1, Ctsk"
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS"	0.439732142857143	0.908457613814757	0.0922597260527354	-0.457119358910309	-0.982585536287118	5	"Cdh2, Pvr"
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION"	0.4	0.881005276312135	0.110564716336619	-0.395231908988581	-1.05700981313129	11	"Gpr39, Gnas"
"REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1"	0.810408921933085	0.993237845917794	0.0519512476197082	0.420124064206797	0.714638994436046	3	"P2ry1, Gna11, Gng5"
"REACTOME_AGGREPHAGY"	0.318965517241379	0.839285714285714	0.109684061970549	-0.649949849548646	-1.16115053942195	3	"Tubb6, Dynll1, Tubb4b"
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"	0.292418772563177	0.835250686813187	0.103958471559957	0.604911125897289	1.18067094699158	5	"Slc36a2, Slc7a8"
"REACTOME_AMYLOID_FIBER_FORMATION"	0.392670157068063	0.881005276312135	0.108820126769161	-0.421489703799824	-1.05561278493029	9	"H4c12"
"REACTOME_ANCHORING_FIBRIL_FORMATION"	0.513011152416357	0.993237845917794	0.0739901439101341	0.588063795529391	1.00030765982143	3	"Col4a3, Col4a4"
"REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE"	0.551339285714286	0.993237845917794	0.0797705918628453	-0.456827309236948	-0.907599661519953	4	"Dynll1, Tubb4b, Dctn1, Cc2d2a"
"REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC"	0.339434276206323	0.843352122380467	0.0902635484340068	0.51698059785914	1.12593802158749	7	"H2-Q7, B2m, H2-D1, Erap1, Tapbp, Tap1"
