"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"gene_symbols"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	0.172866520787746	0.376760365819447	0.156312403073186	0.427941907685846	1.28741871465374	9	"Psmb6, Psmd14, Eif2s1, Psmd12, Psmd1, Eif2s2, Psmc6, Psmd11"
"REACTOME_ABC_TRANSPORTER_DISORDERS"	0.143459915611814	0.330687263105199	0.169570644405628	0.533199195171026	1.38413273310853	6	"Psmb6, Psmd14, Psmd12, Psmd1, Psmc6, Psmd11"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.52431289640592	0.700457307575688	0.0795564677235957	0.335723830118572	0.928923691240292	7	"Cdkn1a, Ccnd1, Ccne2, Tfdp1"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"	5.83405445630281e-08	1.98357851514296e-06	0.719512826338911	0.726069246435845	2.85355610616022	18	"H3c8, H2ac20, H2bc11, H2ac10, H3c6, H2ax, H3c7, H2az1, H3c2, H2bc4, H4c12, H3c11, H4c4, H2ac4, H3c1, H3c3, H2bc8, H4c8"
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS"	0.0178707714864161	0.0769121810807782	0.352487857583619	0.619894723070274	1.71520411324821	7	"Tuba4a, Tuba1b, Tubb4b, Tuba1c, Tubb6, Calm1"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"	2.30018897413304e-06	2.97965418125917e-05	0.627256739718528	0.64141000400307	2.621125446141	21	"H3c8, H2ac20, H2bc11, H2ac10, H3c6, H2ax, H3c7, H2az1, H3c2, H2bc4, H4c12, H3c11, H4c4, H2ac4, H3c1, H3c3, H2bc8, H4c8"
"REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS"	0.00230827008250656	0.0148077703406081	0.431707695803346	0.639393939393939	2.0159192824087	10	"Mcm3, Rpa1, Clspn, Mcm2, Mcm4, Cdc45, Dbf4, Mcm5, Mcm6, Mcm7"
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS"	0.419753086419753	0.62185642432556	0.0902635484340068	0.536609829488465	1.06131570250032	3	"Tfdp1, Ywhaz, Ywhae"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP"	0.584362139917695	0.744131563940137	0.0725351864394589	0.460381143430291	0.910549359715227	3	"Scd1, Chd9, Ncoa1"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING"	0.413793103448276	0.614365306429755	0.0870515867946735	-0.486717722020832	-1.05030392026955	4	"Gng2, Dlg4, Grik5"
"REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES"	0.848837209302326	0.893512851897185	0.0517405459873163	-0.358185307261065	-0.691179470421801	3	"Mmp14, Col18a1"
"REACTOME_ACTIVATION_OF_NIMA_KINASES_NEK9_NEK6_NEK7"	0.135416666666667	0.323723882570748	0.173747838999571	0.617379275822419	1.35198794687073	4	"Plk1, Ccnb1, Cdk1"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS"	0.0133157968148723	0.0646767273865224	0.380730400722792	0.547862780179188	1.76399511683488	11	"Tuba4a, Rps6ka6, Tuba1b, Tubb4b, Tuba1c, Kpna2, Tubb6, Calm1, Lin7c"
"REACTOME_ACTIVATION_OF_SMO"	0.317829457364341	0.518283047980221	0.103197466945307	-0.591775325977934	-1.14193114046411	3	"Cdon, Boc, Smo"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S"	0.205944798301486	0.405920182159451	0.139599673451922	0.518592964824121	1.25869236424717	5	"Eif2s1, Eif2s2, Eif3b, Eif4a1, Eif3c"
"REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX"	0.00135483450175272	0.00912165803160245	0.45505986738723	0.640040444893832	2.06078649657543	11	"Mcm3, Rpa1, Mcm2, Mcm4, Cdc45, Dbf4, Pola2, Mcm5, Mcm6, Pola1, Mcm7"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"	0.0616172331659499	0.189707774242991	0.321775918075361	0.291785012284542	1.51092387888061	46	"Cd34, Tuba4a, Xdh, Klhl41, Ube2c, Tuba1b, Lmo7, Cdc20, Ctsl, Pik3cb, Sh3rf1, Kif4, Racgap1, Kif20a, Tubb4b, Tuba1c, Psmb6, Kif15, Psmd14, Hmgb1, Cenpe, Tubb6, Calm1"
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY"	0.184108527131783	0.38887026483406	0.141225119642531	-0.661985957873621	-1.2774144961124	3	"Adcy5, Adcy7, Adcy2"
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY"	0.829166666666667	0.888285516034634	0.0561766586307176	0.317165245729417	0.694554556955689	4	"Gnai1"
"REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION"	0.593572778827977	0.751637783245856	0.0675188953767744	-0.330201577944334	-0.874995491721779	7	"Mc5r, Adcy5, Gng2, Adcy7, Adcy2"
"REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION"	0.684108527131783	0.80622842018997	0.0618406035753285	-0.429698154820427	-0.829175672673638	3	"Adcy5, Gng2"
"REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING"	0.582304526748971	0.744131563940137	0.0727141077934447	0.463414038956092	0.916547870120159	3	"Lgals3, Hmgb1"
"REACTOME_AGGREPHAGY"	0.0478075246979604	0.157048873403928	0.321775918075361	0.571960424213672	1.66497499695112	8	"Tuba4a, Tuba1b, Hsp90aa1, Tubb4b, Tuba1c, Tubb6"
"REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE"	0.0922787193973635	0.243192152454912	0.20207170902116	-0.615498123101496	-1.44217361829747	5	"Slc6a12, Slc1a4, Slc38a4"
"REACTOME_AMYLOID_FIBER_FORMATION"	2.87912347610845e-07	5.59372561072499e-06	0.674962860011025	0.673417914293576	2.75192594444418	21	"Sorl1, H3c8, H2ac20, H2bc11, H2ac10, H3c6, H2ax, H3c7, H2az1, H3c2, H2bc4, H4c12, H3c11, H4c4, H2ac4, H3c1, H3c3, H2bc8, H4c8"
"REACTOME_ANCHORING_FIBRIL_FORMATION"	0.034454507570902	0.128731127187986	0.321775918075361	-0.658339771860421	-1.64019763506437	6	"Col1a1, Col4a2, Col4a1, Bmp1, Col1a2"
