"","baseMean","log2FoldChange","lfcSE","pvalue","padj","id","day","type","symbol","nbDayDE","Dynamic"
"1",4132.56750806279,-0.520349257718414,0.0978794675279776,4.78925647212853e-09,4.197573094619e-06,"ENSMUSG00000016494","D0","ECs","Cd34",2,"D0.D7"
"2",247.516447028782,-0.754246920126267,0.215205432862829,1.7052567260186e-05,0.0050072726777294,"ENSMUSG00000025780","D0","ECs","Itih5",2,"D0.D7"
"3",123.127437583262,0.767434090102048,0.296606505452825,0.000300004176997531,0.0426936978782349,"ENSMUSG00000026208","D0","ECs","Des",2,"D0.D7"
"4",192.96568172928,-0.813769029032157,0.221481950096552,9.02029840085884e-06,0.00293895564476403,"ENSMUSG00000026399","D0","ECs","Cd55",1,"D0"
"5",759.376571483609,0.644500755108112,0.199236495766261,4.42923073059974e-05,0.00997060103191915,"ENSMUSG00000026872","D0","ECs","Zeb2",2,"D0.D7"
"6",981.585373270564,0.776435832832652,0.146468941127552,5.08550168962806e-09,4.197573094619e-06,"ENSMUSG00000039157","D0","ECs","Fam102a",3,"D0.D4.D7"
"7",80.0118526437824,1.37398944006299,0.383782163020499,1.28901970238468e-05,0.00409214177826276,"ENSMUSG00000073490","D0","ECs","Ifi207",3,"D0.D4.D7"
"8",439.410840826915,1.28405161516074,0.188033300566014,3.91812556705993e-13,2.42551563228845e-09,"ENSMUSG00000079588","D0","ECs","Tmem182",3,"D0.D4.D7"
"9",17.4097989102446,3.10082361350986,0.882946698108277,2.18486766941427e-05,0.00588061882935176,"ENSMUSG00000026893","D0","ECs","Gca",2,"D0.D7"
"10",4652.9504991859,-0.325428738667857,0.110535260898936,0.000122875152074207,0.0211294063587606,"ENSMUSG00000027074","D0","ECs","Slc43a3",1,"D0"
"11",740.386279471708,-0.452917213699619,0.149178623464614,8.71904731211386e-05,0.0161643322688469,"ENSMUSG00000027293","D0","ECs","Ehd4",2,"D0.D4"
"12",540.181310917591,0.707126773761626,0.166805207389191,9.22999448707289e-07,0.000439525237478652,"ENSMUSG00000031391","D0","ECs","L1cam",2,"D0.D4"
"13",1077.25583011662,0.463128040865728,0.148707842573699,7.13464872909242e-05,0.0144809976909661,"ENSMUSG00000045103","D0","ECs","Dmd",2,"D0.D7"
"14",818.45609004831,-0.405735184388524,0.131179128657802,7.48120105241771e-05,0.0147023413063466,"ENSMUSG00000067377","D0","ECs","Tspan6",1,"D0"
"15",94.1571849119657,1.10067522807239,0.330397972256875,3.11717702178553e-05,0.00787627932790339,"ENSMUSG00000071722","D0","ECs","Spin4",1,"D0"
"16",351.535008529616,0.57082672050096,0.213800164714036,0.000246362356839735,0.036749546265455,"ENSMUSG00000027500","D0","ECs","Stmn2",1,"D0"
"17",44.8573609404925,1.59627900002962,0.479287045953294,3.1810535540595e-05,0.00787692481056214,"ENSMUSG00000027895","D0","ECs","Kcnc4",1,"D0"
"18",322.620786682566,0.713144494157704,0.280409099935593,0.000334976587699645,0.0460816125812146,"ENSMUSG00000028005","D0","ECs","Gucy1b1",2,"D0.D7"
"19",18.0482838381434,5.19284750309113,1.1238674947253,1.35543229616731e-06,0.000621541009586944,"ENSMUSG00000052415","D0","ECs","Tchh",2,"D0.D7"
"20",657.484579824172,-0.836348684000097,0.151761576597591,1.56229288649646e-09,1.93427482277126e-06,"ENSMUSG00000060206","D0","ECs","Zfp462",4,"D0.D2.D4.D7"
"21",1363.41786496548,0.60572652071685,0.18116417821063,3.08137875349067e-05,0.00787627932790339,"ENSMUSG00000018604","D0","ECs","Tbx3",1,"D0"
"22",1137.97938331558,0.724654719488645,0.129144018810325,9.08515631859451e-10,1.40604150475648e-06,"ENSMUSG00000028766","D0","ECs","Alpl",3,"D0.D4.D7"
"23",57.7723241869196,1.56245007424289,0.388427002491699,2.29968908612749e-06,0.000981808640529117,"ENSMUSG00000029053","D0","ECs","Prkcz",3,"D0.D2.D7"
"24",111.708410169642,-0.879671615998214,0.307567514471313,0.000137404727627338,0.0233042182569051,"ENSMUSG00000029338","D0","ECs","Antxr2",1,"D0"
"25",3180.60673408064,-0.302743011951039,0.0988834358890668,8.7473569341147e-05,0.0161643322688469,"ENSMUSG00000037235","D0","ECs","Mxd4",1,"D0"
"26",1111.63062615926,0.877806521888933,0.191037261829034,1.81431336262349e-07,0.000112315068713207,"ENSMUSG00000040537","D0","ECs","Adam22",3,"D0.D4.D7"
"27",143.946359497856,0.772916306235938,0.255254394238277,8.51741930451499e-05,0.0161643322688469,"ENSMUSG00000046447","D0","ECs","Camk2n1",1,"D0"
"28",30.0829097949628,3.68147873082426,0.650717724044466,1.21871478109694e-09,1.67654530052902e-06,"ENSMUSG00000106379","D0","ECs","Lhfpl3",2,"D0.D7"
"29",71.6499479798961,1.22769203520984,0.37921295260738,4.28813359132724e-05,0.00983173740633752,"ENSMUSG00000003153","D0","ECs","Slc2a3",1,"D0"
"30",1636.75391184956,0.391516556344336,0.144479777807999,0.00023801576890612,0.0363811510472429,"ENSMUSG00000029860","D0","ECs","Zyx",1,"D0"
"31",27.7777516059713,-2.17193942674231,0.571992166394809,5.85860336551725e-06,0.00213339318436674,"ENSMUSG00000030393","D0","ECs","Zik1",1,"D0"
"32",284.833016414042,-0.985469524068324,0.214435966288234,1.75446933036682e-07,0.000112315068713207,"ENSMUSG00000034387","D0","ECs","Ssu2",2,"D0.D7"
"33",190.655578262723,0.715115717038857,0.230961506698032,6.92399064952501e-05,0.0142876547052949,"ENSMUSG00000053007","D0","ECs","Creb5",1,"D0"
"34",1456.94757781372,-0.362511962871106,0.13947029981636,0.000322731285321431,0.0448959106018498,"ENSMUSG00000054435","D0","ECs","Gimap4",1,"D0"
"35",249.429280529955,0.579357959019951,0.196507296414521,0.00011161841145582,0.019954869148867,"ENSMUSG00000092035","D0","ECs","Peg10",1,"D0"
"36",339.719536481383,0.541843471580228,0.203950943871627,0.000257571298073392,0.0379641695410318,"ENSMUSG00000030701","D0","ECs","Plekhb1",2,"D0.D7"
"37",249.018358217025,-0.626492617678704,0.195323842856236,4.80752707356048e-05,0.0105372291738818,"ENSMUSG00000030922","D0","ECs","Lyrm1",1,"D0"
"38",3199.72518231478,0.312798501817194,0.114354897571252,0.000244067650841331,0.036749546265455,"ENSMUSG00000039031","D0","ECs","Arhgap18",1,"D0"
"39",383.849723434912,1.27982364745011,0.265912129325574,6.22382867039406e-08,4.28095682045272e-05,"ENSMUSG00000058297","D0","ECs","Spock2",3,"D0.D2.D7"
"40",120.412724058841,1.00013663538727,0.328046517509685,7.8643192027381e-05,0.0152137712576719,"ENSMUSG00000070509","D0","ECs","Rgma",1,"D0"
