"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"gene_symbols"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	0.0520665825013329	0.311188644252153	0.321775918075361	0.816852278636723	1.47961127813059	3	"Cftr, Abcb1a"
"REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS"	0.285185185185185	0.735	0.107140237276725	-0.597577540626704	-1.1893998265796	4	"Ccnd1, Tfdp2, E2f3"
"REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3"	0.000432396257116628	0.0163426460524034	0.49849310876659	-0.771962407917971	-1.97922225116976	9	"H3c11, H2bc3"
"REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS"	0.641758241758242	0.973049369509547	0.0711327399327894	0.381568230234841	0.824359054116467	5	"Prkaa2, Prkag2, Tuba4a, Tuba1c"
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS"	0.014043214315862	0.114574796164334	0.380730400722792	-0.576985020170849	-1.67900929644793	13	"H3c11, H2bc3"
"REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS"	0.566147859922179	0.926751592356688	0.0713052987340038	-0.530010063740465	-0.95217540095446	3	"Tfdp2, Tfdp1"
"REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP"	0.868725868725869	0.97808764940239	0.0504983044100709	-0.272822030022722	-0.646441720920693	7	"Ncoa1, Lss, Cyp51, Hmgcs1, Fasn"
"REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING"	0.524590163934426	0.907590759075908	0.0778840111977068	0.54809619238477	0.992797999053633	3	"Gng11, Gnb4, Dlg1"
"REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS"	0.233261339092873	0.687150837988827	0.131457611642763	0.414702915270858	1.21502106244584	12	"Rasgrf1, Actn2, Prkaa2, Camk2g, Prkag2, Tuba4a, Tuba1c, Arhgef7"
"REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA"	0.566147859922179	0.926751592356688	0.0713052987340038	-0.530010063740465	-0.95217540095446	3	"Tfdp2, Tfdp1"
"REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION"	0.110655737704918	0.486573475119119	0.191892240384838	0.75751503006012	1.37213032410338	3	"Ppargc1a, Prkaa2, Prkag2"
"REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S"	0.0477865817622451	0.29240836935469	0.321775918075361	-0.567676767676768	-1.57402914339032	11	"Rps26, Rps4x, Rps18, Rps12, Rps3a1, Rps14, Rps7, Rps5, Rps11, Rps9, Pabpc1"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM"	0.266304347826087	0.716651491008423	0.110122263835536	-0.301056250041141	-1.1597326352349	35	"Blnk, Prkcq, Zbtb16, Rap1gap2, Col3a1, Colec12, Tubb2b, Itpr2, Dzip3, Col1a1, Col1a2, Prr5, Mrc2, Skp2, Map3k14"
"REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY"	0.330739299610895	0.766562009419152	0.100990587455923	-0.630197668821607	-1.13216476260084	3	"Adcy2, Adcy7"
"REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY"	0.330739299610895	0.766562009419152	0.100990587455923	-0.630197668821607	-1.13216476260084	3	"Adcy2, Adcy7"
