"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"gene_symbols"
"REACTOME_TRANSLATION"	4.42591818915223e-08	6.61232177459343e-05	0.719512826338911	-0.739626819890352	-2.01769726026287	280	"Mrps7, Rps14, Rps6, Rpl39, Eef1g, Sars, Rpl36, Mrps28, Rpl38, Rars, Dars, Eef1e1, Rplp1, Mrpl38, Rps2, Rps27l, Mrps18b, Mrpl52, Rps23, Eif2b4, Rpl19, Mrpl17, Rpl15, Rpl27a, Rpl14, Aars, Yars2, Rps3, Rpl36a, Rps27, Eif4e, Mrpl37, Mrpl51, Rps12, Rpl35, Rpl32, Farsb, Rpl34, Rps24, Mrps26, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Eif4ebp1, Rps21, Ssr2, Rps17, Ears2, Rpl13, Gadd45gip1, Ssr1, Eif4a1, Gfm2, Rps15a, Rps7, Uba52, Rpl11, Ssr4, Rps13, Mrps35, Eef1b2, Mrps33, Rpl37a, Rps8, Wars, Mrps6, Rpl26, Rpl17, Mrpl23, Yars, Rpl4, Rpl18a, Spcs3, Rps19, Rpl8, Tars, Ppa1, Farsa, Eif2s2, Rpl13a, Rps18, Srpr, Spcs1, Sec11a, Rps16, Rpl28, Mrps23, Rpl7, Eral1, Rpl3, Eif2s1, Mrpl9, Rpl22, Rpl7a, Rps29, Cars, Rps11, Sars2, Mrpl58, Srprb, Aimp1, Rpl35a, Mrps30, Mrpl10, Rpl31, Mrpl1, Sec11c, Rplp2, Eif2s3x, Sec61a1, Mrpl21, Eif4a2, Rpl29, Eef1d, Rpl12, Rps28, Rpl30, Rpl37, Rpsa, Rps25, Mrpl46, Mrps2, Mrpl30, Eif3b, Mrpl35, Eif3d, Tufm"
"REACTOME_RRNA_PROCESSING"	9.07560959695792e-06	0.00451965357928504	0.593325476396405	-0.76296350684218	-2.00579059627408	192	"Pno1, Rps14, Rps6, Rpl39, Rpl36, Rpl38, Rplp1, Rps2, Rps27l, Nop56, Riok2, Rps23, Rpl19, Rpl15, Rpl27a, Nop2, Rpl14, Rrp7a, Rps3, Rpl36a, Rps27, Senp3, Rps12, Rpl35, Rpl32, Rpl34, Rps24, Imp4, Rps5, Rplp0, Rpl9, Rps27a, Utp20, Rps15, Fbl, Rps21, Nob1, Wdr43, Heatr1, Rps17, Rpl13, Nat10, Ebna1bp2, Mphosph6, Rps15a, Pwp2, Rps7, Uba52, Rpl11, Rcl1, Rps13, Rpl37a, Rps8, Rpl26, Ddx21, Rpl17, Rpl4, Rpl18a, Ncl, Nip7, Las1l, Rpp38, Exosc4, Rps19, Rpl8, Rpl13a, Trmt10c, Rps18, Ftsj3, Rrp9, Nop58, Wdr75, Rps16, Rpl28, Rpl7, Wdr46, Prorp, Nol11, Rpl3, Nop14, Rpl22, Rpl7a, Rps29, Ddx47, Rrp36, Rps11, Rpl35a, Nol12, Rpl31, Pdcd11, Rplp2, Utp18, Utp4, Rpl29, Nol9, Rpl12, Rps28, Snu13, Rpl30, Rpl37, Tsr1, Rpsa, Rps25"
"REACTOME_METABOLISM_OF_RNA"	6.41087448139356e-06	0.00451965357928504	0.610526878385931	-0.573807897170816	-1.66562760799758	625	"Hspa8, Pno1, Rps14, Rps6, Rpl39, Rpl36, Rpl38, Ran, Tyw5, Rplp1, Rps2, Rps27l, Nop56, Nup85, Polr2k, Riok2, Rps23, Rpl19, Rpl15, Rpl27a, Nop2, Polr2f, Rpl14, Alkbh8, Rrp7a, Rps3, Rpl36a, Rps27, Eif4e, Polr2j, Senp3, Prmt5, Psma6, Sf3b3, Rps12, Nup160, Rpl35, Rpl32, Psmb1, Trmu, Rpl34, Rps24, Imp4, Prpf19, Rps5, Rplp0, Rpl9, Rps27a, Tprkb, Utp20, Rps15, Pop1, Fbl, Rps21, Psmd7, Nob1, Wdr43, Nudt21, Heatr1, Rps17, Casc3, Rpl13, Trdmt1, Nat10, Rngtt, Trmt61a, Snrpa1, Wdr77, Ebna1bp2, Eif4a1, Thoc6, Psmc2, Aaas, Psmd6, Mphosph6, Rps15a, Pwp2, Rps7, Uba52, Rpl11, Rcl1, Rps13, Xpo1, Psmd13, Rpl37a, Rps8, Rpl26, Lsm7, Ddx21, Rpl17, Psmd1, Igf2bp2, Nsun2, Rpl4, Rpl18a, Nup210, Ncl, Nip7, Las1l, Rpp38, Exosc4, Rps19, Rpl8, Psmc5, Trmt13, Gtf2h3, Srsf10, Rpl13a, Bud31, Set, Trmt10c, Isy1, Sf3a1, Rps18, Ubb, U2af2, Ftsj3, Rrp9, Polr2d, Nop58, Magoh, Psma2, Polr2a, Wdr75, Gtf2f2, Rps16, Tsen2, Psmd11, Rpl28, Sec13, Psmb5, Rpl7, Ctu2, Txnl4a, Wdr46, Prorp, Nup88, Nol11, Prpf4, Rpl3, Polr2e, Snrpd2, Gemin7, Nop14, Rpl22, Rpl7a, Sugp1, Rae1, Rps29, Ppil1, Smn1, Ddx47, Rrp36, Rps11, Pop7, Rpl35a, Puf60, Mto1, Nol12, Thoc3, Nup35, Rpl31, Elavl1, Psmd2, Hnrnpc, Pdcd11, Rplp2, Pom121, Utp18, Psmb3, Eif4a2, Gtf2h1, Psmc6, Utp4, Rpl29, Lsm10, Snrpa, Polr2h, Nol9, Srsf7, Trmt10a, Rpl12, Wdr33, Rps28, Snu13, Zcrb1, Gtf2f1, Rpl30, Rpl37, Tsr1, Rpsa, Rps25, Polr2i, Ppie, Snrpb, Nt5c3b"
"REACTOME_INFLUENZA_INFECTION"	6.59094923358188e-05	0.0196937563099427	0.538434096309916	-0.764198263816391	-1.94205916903886	144	"Rps14, Rps6, Rpl39, Rpl36, Rpl38, Ran, Rplp1, Rps2, Rps27l, Nup85, Polr2k, Rps23, Rpl19, Rpl15, Rpl27a, Polr2f, Rpl14, Rps3, Rpl36a, Rps27, Polr2j, Rps12, Nup160, Rpl35, Rpl32, Rpl34, Rps24, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Rps21, Dnajc3, Rps17, Rpl13, Aaas, Rps15a, Rps7, Uba52, Rpl11, Rps13, Xpo1, Rpl37a, Rps8, Rpl26, Rpl17, Rpl4, Rpl18a, Nup210, Hsp90aa1, Calr, Rps19, Rpl8, Rpl13a, Rps18, Polr2d, Polr2a, Gtf2f2, Rps16, Rpl28, Sec13, Rpl7, Nup88, Rpl3, Polr2e, Rpl22, Rpl7a, Clta, Rae1, Rps29, Rps11, Rpl35a, Nup35, Rpl31, Ipo5, Rplp2, Pom121, Rpl29, Polr2h, Rpl12, Rps28, Gtf2f1, Rpl30, Rpl37, Rpsa, Rps25, Polr2i"
"REACTOME_SIGNALING_BY_BMP"	6.47508757474805e-05	0.0196937563099427	0.538434096309916	0.978185299692744	1.73336247116797	16	"Bmpr1a, Acvr2a"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION"	9.42247824441208e-05	0.0234619708285861	0.538434096309916	-0.795746815564368	-1.97189151874515	112	"Rps14, Rps6, Rpl39, Rpl36, Rpl38, Rplp1, Rps2, Rps27l, Rps23, Eif2b4, Rpl19, Rpl15, Rpl27a, Rpl14, Rps3, Rpl36a, Rps27, Eif4e, Rps12, Rpl35, Rpl32, Rpl34, Rps24, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Eif4ebp1, Rps21, Rps17, Rpl13, Eif4a1, Rps15a, Rps7, Uba52, Rpl11, Rps13, Rpl37a, Rps8, Rpl26, Rpl17, Rpl4, Rpl18a, Rps19, Rpl8, Eif2s2, Rpl13a, Rps18, Rps16, Rpl28, Rpl7, Rpl3, Eif2s1, Rpl22, Rpl7a, Rps29, Rps11, Rpl35a, Rpl31, Rplp2, Eif2s3x, Eif4a2, Rpl29, Rpl12, Rps28, Rpl30, Rpl37, Rpsa, Rps25"
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS"	0.000136633745462644	0.0291615451030271	0.518848077743792	-0.746363608776691	-1.90726892411441	149	"Rps14, Rps6, Rpl39, Rpl36, Rpl38, Rplp1, Rps2, Rps27l, Rps23, Rpl19, Rpl15, Rpl27a, Rpl14, Rps3, Rpl36a, Rps27, Psma6, Rps12, Rpl35, Rpl32, Psmb1, Rpl34, Rps24, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Rps21, Psmd7, Rps17, Casc3, Rpl13, Psmc2, Psmd6, Rps15a, Rps7, Uba52, Rpl11, Rps13, Psmd13, Rpl37a, Rps8, Rpl26, Rpl17, Psmd1, Rpl4, Rpl18a, Rps19, Rpl8, Psmc5, Rpl13a, Rps18, Ubb, Magoh, Psma2, Rps16, Psmd11, Rpl28, Psmb5, Rpl7, Rpl3, Rpl22, Rpl7a, Rps29, Rps11, Rpl35a, Eloc, Rpl31, Psmd2, Rplp2, Psmb3, Psmc6, Rpl29, Rpl12, Rps28, Rpl30, Rpl37, Rpsa, Rps25"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION"	0.00019744642172161	0.0308719728468955	0.518848077743792	-0.816754281644384	-1.99529024309044	85	"Rps14, Rps6, Rpl39, Eef1g, Rpl36, Rpl38, Rplp1, Rps2, Rps27l, Rps23, Rpl19, Rpl15, Rpl27a, Rpl14, Rps3, Rpl36a, Rps27, Rps12, Rpl35, Rpl32, Rpl34, Rps24, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Rps21, Rps17, Rpl13, Rps15a, Rps7, Uba52, Rpl11, Rps13, Eef1b2, Rpl37a, Rps8, Rpl26, Rpl17, Rpl4, Rpl18a, Rps19, Rpl8, Rpl13a, Rps18, Rps16, Rpl28, Rpl7, Rpl3, Rpl22, Rpl7a, Rps29, Rps11, Rpl35a, Rpl31, Rplp2, Rpl29, Eef1d, Rpl12, Rps28, Rpl30, Rpl37, Rpsa, Rps25"
"REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY"	0.000206639711157266	0.0308719728468955	0.518848077743792	-0.804163833965324	-1.97182936848323	92	"Rps14, Rps6, Rpl39, Rpl36, Gcn1, Rpl38, Rplp1, Rps2, Rps27l, Rps23, Rpl19, Rpl15, Rpl27a, Rpl14, Rps3, Rpl36a, Rps27, Rps12, Rpl35, Rpl32, Rpl34, Rps24, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Rps21, Rps17, Rpl13, Rps15a, Rps7, Uba52, Rpl11, Rps13, Rpl37a, Rps8, Rpl26, Rpl17, Rpl4, Rpl18a, Rps19, Rpl8, Eif2s2, Rpl13a, Rps18, Rps16, Rpl28, Rpl7, Rpl3, Eif2s1, Rpl22, Rpl7a, Rps29, Rps11, Rpl35a, Atf3, Rpl31, Rplp2, Eif2s3x, Rpl29, Rpl12, Rps28, Rpl30, Rpl37, Rpsa, Rps25"
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD"	0.000172802324991282	0.0308719728468955	0.518848077743792	-0.780990181977002	-1.93203194572599	107	"Rps14, Rps6, Rpl39, Rpl36, Rpl38, Rplp1, Rps2, Rps27l, Rps23, Rpl19, Rpl15, Rpl27a, Rpl14, Rps3, Rpl36a, Rps27, Rps12, Rpl35, Rpl32, Rpl34, Rps24, Rps5, Rplp0, Rpl9, Rps27a, Rps15, Rps21, Rps17, Casc3, Rpl13, Rps15a, Rps7, Uba52, Rpl11, Rps13, Rpl37a, Rps8, Rpl26, Rpl17, Rpl4, Rpl18a, Rps19, Rpl8, Rpl13a, Rps18, Magoh, Rps16, Rpl28, Rpl7, Rpl3, Rpl22, Rpl7a, Rps29, Rps11, Rpl35a, Rpl31, Rplp2, Rpl29, Rpl12, Rps28, Rpl30, Rpl37, Rpsa, Rps25"
