"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"gene_symbols"
"REACTOME_CELL_CYCLE"	9.83972642063657e-07	0.000825137885300192	0.643551836150722	-0.686148068726322	-1.73955571127595	642	"Ccnd2, H3c11, H2bc3, Smc4, H3c3, Top2a, H2bc15, H2bc8, Tpx2, Knl1, H3c1, H2ac4, H2bc14, H3c2, H3c6, Tubb2b, H3c10, Foxm1, Ccnd1, H4c4, Ccna2, H2bc13, Wee1, H4c1, Kntc1, H2ac10, H2bc7, Esco2, H3c7, H4c8, Tubb5, Lmna, Aurkb, Cdk1, H2ac13, Rangap1, Ndc80, Kif23, Bub1, H4c6, Dbf4, Cdca8, Ccnd3, Zwilch, Clspn, Ccnb1, Psme3, Rbl1, Nek2, Ube2c, Hmmr, Gins3, Syne1, Smc2, H4c12, Cdc16, Ncapg2, Gmnn, Tubb6, Ankrd28, Sgo2a, Tyms, H3c8, Kif18a, Rhno1, Spast, H2bc11, Tfdp1, Tubb2a, E2f3, Psmd2, Chmp2b, Mis18bp1, Dna2, Aurka, Ran, Cenpn, Tuba1b, Mzt1, Ywhag, Nuf2, Ncapg, Mcm5, Mcm10, H2bc12, Pmf1, Cdkn2c, Cenpi, Ywhah, Rrm2, Btrc, Psmb2, Sumo1, Chmp3, Csnk2a2, Espl1, Kmt5a, Mcph1, Cdca5, Ncaph, Cdc25a, Rab2a, Akt3, Cep290, Plk1, Cep152, Mad2l1, Pola2, Dsn1, Incenp, Bub1b, Psmd10, Ccnb2, Tubg1, Kif2c, Cep63, Spc25, Gorasp2, Tuba1a, Nsd2, Ywhae, Brip1, Dctn1, Cenpu"
"REACTOME_SIGNALING_BY_RHO_GTPASES_MIRO_GTPASES_AND_RHOBTB3"	1.04315788280682e-06	0.000825137885300192	0.643551836150722	-0.685145226854649	-1.73701325814537	642	"H3c11, H2bc3, Actn1, H3c3, Diaph3, H2bc15, H2bc8, Cav1, Anln, Knl1, Iqgap3, H3c1, H2ac4, H2bc14, Wipf3, H3c2, H3c6, Tubb2b, Ect2, H3c10, Tiam1, Myh9, H4c4, Arhgap26, Ykt6, H2bc13, H4c1, Actg1, Kntc1, Prc1, H2ac10, Pcdh7, Fmnl2, H2bc7, Sh3pxd2a, Racgap1, H3c7, H4c8, Aurkb, Vim, H2ac13, Kalrn, Vav2, Rangap1, Ndc80, Ckap4, Vav3, Arhgdib, Bub1, H4c6, Capzb, Cdca8, Chn1, Zwilch, Plekhg1, Rap1gds1, Actb, Stmn2, Kif5b, Ngef, Dock6, Prag1, Depdc1b, Kif14, H4c12, Myh10, Tpm4, Ckb, Actr3, Tubb6, Fam169a, Sgo2a, H3c8, Iqgap2, Rhobtb1, Tiam2, Kif18a, Scfd1, H2bc11, Sptbn1, Dock10, Tubb2a, Lman1, Pde5a, Ptk2, Itgb1, Chn2, Epha2, Arpc2, Evl, Kidins220, Letm1, Jag1, Kctd3, Ctnnb1, Cit, Arpc1b, Cenpn, Tuba1b, Pfn1, Srgap3, Snap23, Ywhag, Nuf2, Ctnna1, H2bc12, Dbn1, Srgap1, Limk1, Akap13, Pmf1, Cenpi, Ywhah, Plekhg4, Arap1"
"REACTOME_CELL_CYCLE_MITOTIC"	2.57578815600365e-06	0.00135829895426593	0.627256739718528	-0.712304294537127	-1.76826666528631	517	"Ccnd2, H3c11, H2bc3, Smc4, H3c3, Top2a, H2bc15, H2bc8, Tpx2, Knl1, H3c1, H2ac4, H2bc14, H3c2, H3c6, Tubb2b, H3c10, Foxm1, Ccnd1, H4c4, Ccna2, H2bc13, Wee1, H4c1, Kntc1, H2ac10, H2bc7, Esco2, H3c7, H4c8, Tubb5, Lmna, Aurkb, Cdk1, H2ac13, Rangap1, Ndc80, Kif23, Bub1, H4c6, Dbf4, Cdca8, Ccnd3, Zwilch, Ccnb1, Psme3, Rbl1, Nek2, Ube2c, Hmmr, Gins3, Smc2, H4c12, Cdc16, Ncapg2, Gmnn, Tubb6, Sgo2a, Tyms, H3c8, Kif18a, Spast, H2bc11, Tfdp1, Tubb2a, E2f3, Psmd2, Chmp2b, Dna2, Aurka, Ran, Cenpn, Tuba1b, Mzt1, Ywhag, Nuf2, Ncapg, Mcm5, Mcm10, H2bc12, Pmf1, Cdkn2c, Cenpi, Rrm2, Btrc, Psmb2, Sumo1, Chmp3, Csnk2a2, Espl1, Kmt5a, Mcph1, Cdca5, Ncaph, Cdc25a, Rab2a, Akt3, Cep290, Plk1, Cep152, Mad2l1, Pola2, Dsn1, Incenp, Bub1b, Psmd10, Ccnb2, Tubg1, Kif2c, Cep63, Spc25, Gorasp2, Tuba1a"
"REACTOME_COLLAGEN_FORMATION"	5.11687531725223e-06	0.00161897935037861	0.610526878385931	-0.916951900713203	-1.90215455617303	81	"Col1a1, Col3a1, Col14a1, Col1a2, Col6a3, Col16a1, Col5a2, Col5a1, Col27a1, Adamts2, Col6a1, Col6a2, Col4a2, Pcolce, Tll2, Itga6, Colgalt1, Col11a1, Col4a1, Plec, Serpinh1, Col8a1, P3h1, Col8a2, Adamts14, Loxl2, Loxl1, Col4a5, Plod1, Col12a1, P4ha3, Bmp1, Pxdn"
"REACTOME_REPRODUCTION"	4.32801229592865e-06	0.00161897935037861	0.610526878385931	-0.886590387183699	-1.89168598342471	107	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, Lmna, H2ac13, H4c6, Syne1, H4c12, H3c8, H2bc11"
"REACTOME_MEIOSIS"	8.91382705327667e-06	0.00235027906638062	0.593325476396405	-0.901476978463224	-1.90671827863947	91	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, Lmna, H2ac13, H4c6, Syne1, H4c12, H3c8, H2bc11"
"REACTOME_MEIOTIC_RECOMBINATION"	1.35236930655648e-05	0.00267431030371544	0.593325476396405	-0.922744221117945	-1.8832427453425	63	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
"REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE"	1.25129723494479e-05	0.00267431030371544	0.593325476396405	-0.913125400040392	-1.87124578117817	68	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
"REACTOME_HDACS_DEACETYLATE_HISTONES"	1.73507200357066e-05	0.00290307831375755	0.575610261071129	-0.916487032725188	-1.89433124901249	71	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H2ac15, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac6, H2ac13, H4c6"
"REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES"	1.83506846634485e-05	0.00290307831375755	0.575610261071129	-0.92585058017506	-1.88817995105788	62	"Col1a1, Col3a1, Col14a1, Col1a2, Col6a3, Col16a1, Col5a2, Col5a1, Col27a1, Adamts2, Col6a1, Col6a2, Col4a2, Pcolce, Tll2, Colgalt1, Col11a1, Col4a1, Serpinh1, Col8a1, P3h1, Col8a2, Adamts14"
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION"	2.68704383430769e-05	0.00386445758715888	0.575610261071129	-0.853787900185884	-1.83010180793641	125	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, Uhrf1, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6, Actb, Tet1, Myo1c, H4c12, H3c8, H2bc11"
"REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS"	3.80673670799222e-05	0.0040148383146958	0.557332238758646	-0.896401735719104	-1.86622192395592	84	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
"REACTOME_RHO_GTPASE_EFFECTORS"	3.15516391059812e-05	0.0040148383146958	0.557332238758646	-0.766650272470025	-1.80489983615054	278	"H3c11, H2bc3, H3c3, Diaph3, H2bc15, H2bc8, Knl1, Iqgap3, H3c1, H2ac4, H2bc14, Wipf3, H3c2, H3c6, Tubb2b, H3c10, Myh9, H4c4, H2bc13, H4c1, Actg1, Kntc1, Prc1, H2ac10, Fmnl2, H2bc7, H3c7, H4c8, Aurkb, H2ac13, Rangap1, Ndc80, Bub1, H4c6, Cdca8, Zwilch, Actb, Kif5b, Kif14, H4c12, Myh10, Actr3, Tubb6, Sgo2a, H3c8, Iqgap2, Kif18a, H2bc11, Tubb2a, Ptk2, Itgb1, Arpc2, Evl, Ctnnb1, Cit, Arpc1b, Cenpn, Tuba1b, Pfn1, Ywhag, Nuf2, Ctnna1, H2bc12, Limk1, Pmf1, Cenpi, Ywhah"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION"	3.7639293019187e-05	0.0040148383146958	0.557332238758646	-0.767288800063343	-1.77804644952613	253	"Sparc, Col1a1, Col3a1, Col14a1, Col1a2, Col6a3, Col16a1, Col5a2, Bgn, Actn1, Col5a1, Col27a1, Adamts2, Col6a1, Ptprs, Fmod, Ncam1, Col6a2, Tnc, Col4a2, Pcolce, Tll2, Itga6, Colgalt1, Cd44, Col11a1, Col4a1, Mfap5, Plec, Timp1, Mmp16, Sh3pxd2a, Serpinh1, Mfap2, Itga8, Adam12, Mfap3, Fbn2, Col8a1, P3h1, Col8a2, Adamts14, Itga2, Pdgfa, Loxl2, Vcam1, Itga1, Loxl1, Itgav, Acan, Mfap4, Itgb3, Col4a5, Plod1, Tnn, Itga9, Col12a1, P4ha3, Bmp1, Ctsk, Pxdn, Col5a3, Adamts4, P3h2, Fn1, Plod2, Itga7, Col28a1, Ltbp4, Plod3, Fbn1, Itgb1"
"REACTOME_M_PHASE"	3.6093293421996e-05	0.0040148383146958	0.557332238758646	-0.723409965043019	-1.74114792713692	380	"H3c11, H2bc3, Smc4, H3c3, H2bc15, H2bc8, Knl1, H3c1, H2ac4, H2bc14, H3c2, H3c6, Tubb2b, H3c10, H4c4, H2bc13, H4c1, Kntc1, H2ac10, H2bc7, H3c7, H4c8, Tubb5, Lmna, Aurkb, Cdk1, H2ac13, Rangap1, Ndc80, Kif23, Bub1, H4c6, Cdca8, Zwilch, Ccnb1, Psme3, Nek2, Ube2c, Smc2, H4c12, Cdc16, Ncapg2, Tubb6, Sgo2a, H3c8, Kif18a, Spast, H2bc11, Tubb2a, Psmd2, Chmp2b, Ran, Cenpn, Tuba1b, Mzt1, Ywhag, Nuf2, Ncapg, H2bc12, Pmf1, Cenpi, Psmb2, Sumo1, Chmp3, Csnk2a2, Espl1, Kmt5a, Mcph1, Cdca5, Ncaph, Rab2a, Cep290, Plk1, Cep152, Mad2l1, Dsn1, Incenp, Bub1b, Psmd10, Ccnb2, Tubg1, Kif2c, Cep63, Spc25, Gorasp2, Tuba1a, Ywhae, Dctn1, Cenpu"
"REACTOME_HCMV_LATE_EVENTS"	5.06045688461534e-05	0.00421349620603235	0.557332238758646	-0.883056596610332	-1.86549727468732	90	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H2ac15, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac6, H2ac13, Vps36, H4c6"
"REACTOME_COLLAGEN_CHAIN_TRIMERIZATION"	4.63914396081651e-05	0.00421349620603235	0.557332238758646	-0.948141348005247	-1.8510919344681	39	"Col1a1, Col3a1, Col14a1, Col1a2, Col6a3, Col16a1, Col5a2, Col5a1, Col27a1, Col6a1, Col6a2, Col4a2, Col11a1, Col4a1, Col8a1, Col8a2"
"REACTOME_CELLULAR_SENESCENCE"	4.9955083775396e-05	0.00421349620603235	0.557332238758646	-0.815737905196245	-1.80530706860657	169	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H1f5, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H1f1, H1f3, H4c4, Ccna2, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6, Ube2c, Rps6ka1, H4c12, Cdc16, Hmga2, H3c8, H1f0, H2bc11, Tfdp1, E2f3"
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES"	4.60559367136504e-05	0.00421349620603235	0.557332238758646	-0.686228845913102	-1.66706196279546	456	"Sparc, Col1a1, Col3a1, Col1a2, Thbs4, Col6a3, Col5a2, Col5a1, Col27a1, Col6a1, Ptprs, Cav1, Col6a2, Col4a2, Cilp, Tiam1, Pcsk5, Col11a1, Actg1, Col4a1, Nrp1, Ap2a2, Fgf1, Adam12, Vav2, Sh3gl1, Ptprk, Flrt2, Itga2, Pdgfa, Vav3, Tns3, Grb10, Actb, Itgav, Atp6v0a4, Itgb3, Col4a5, Rps6ka1, Pde3b, Ptpn3"
"REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES"	5.58498438158359e-05	0.00441772264583262	0.557332238758646	-0.934103028928646	-1.87124939992926	56	"Col1a1, Col3a1, Col14a1, Col1a2, Col6a3, Col5a2, Col5a1, Col27a1, Col6a1, Col6a2, Col4a2, Pcolce, Tll2, Itga6, Col11a1, Col4a1, Plec, Col8a1, Col8a2, Loxl2"
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX"	6.39431102750384e-05	0.00481704764071956	0.538434096309916	-0.912473445946502	-1.8803107229487	69	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
"REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION"	7.28289577120785e-05	0.00523706414093219	0.538434096309916	-0.89480565778156	-1.87573706534676	88	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
"REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION"	7.74735999943999e-05	0.00532883631265829	0.538434096309916	-0.888795869589821	-1.8478524098687	83	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6, Actb, Myo1c, H4c12, H3c8, H2bc11"
"REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS"	8.44325765235821e-05	0.00534289344241228	0.538434096309916	-0.872775330094882	-1.8586950201197	103	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6, Psme3, H4c12, H3c8, H2bc11, Psmd2"
"REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION"	8.27188977620307e-05	0.00534289344241228	0.538434096309916	-0.896236859944253	-1.83663650472637	68	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6, Actb, Myo1c, H4c12, H3c8, H2bc11"
"REACTOME_GENE_SILENCING_BY_RNA"	9.08047653829311e-05	0.00552512072445373	0.538434096309916	-0.85334294126489	-1.82074710529287	107	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
"REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION"	0.000120198121748423	0.00704271957800018	0.538434096309916	-0.890231412664622	-1.8608393078143	86	"H3c11, H2bc3, H3c3, H2bc15, H2bc8, H3c1, H2ac4, H2bc14, H3c2, H3c6, H3c10, H4c4, H2bc13, H4c1, H2ac10, H2bc7, H3c7, H4c8, H2ac13, H4c6"
