"pathway"	"pval"	"padj"	"log2err"	"ES"	"NES"	"size"	"gene_symbols"
"REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE"	4.54081662692371e-07	0.000682484739026634	0.674962860011025	-0.962418258178079	-1.78283609257442	24	"Wnt8a"
"REACTOME_CELLULAR_RESPONSE_TO_STARVATION"	3.4536001238475e-06	0.00259538049307139	0.627256739718528	0.701706485273353	1.82555178085125	138	"Fnip2, Atp6v0d2, Atp6v1a, Atp6v1c1, Rragc, Rpl34, Rpl13, Rpl5, Atp6v1d, Rpl26, Wdr59, Rpl35, Rps3a1, Atp6v1f, Rpl15, Fnip1, Atp6v1b2, Rps5, Sesn1, Tcirg1, Rpl19, Rpl18a, Rps6, Rptor, Rplp2, Atp6v0d1, Rps7, Rpl7a, Rps17, Atp6v0b, Rps14, Rpl7, Rpl30, Rps15a, Flcn, Rpl8, Lamtor3, Rpl29, Rpl3, Atp6v0e, Rpl28, Rps12, Rpl12"
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1"	1.26368458761687e-05	0.0063310597839605	0.593325476396405	0.866222632200419	1.88637960281478	47	"Fnip2, Atp6v0d2, Atp6v1a, Atp6v1c1, Rragc, Atp6v1d, Wdr59, Atp6v1f, Fnip1, Atp6v1b2, Sesn1, Tcirg1, Rptor, Atp6v0d1, Atp6v0b, Flcn, Lamtor3, Atp6v0e"
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES"	0.000195028762211605	0.0732820574010104	0.518848077743792	0.500208162293047	1.44876147456873	396	"Nceh1, Psmd8, Atp6v0d2, Abcc5, Atp6v1a, Lipa, Atp6v1c1, Clcn7, Slc43a2, Camk2d, Psmb6, Npc1, Slc35b4, Slc32a1, Ctns, Abca9, Slc11a2, Pltp, Ttyh2, Soat1, Atp6v1d, Slc15a4, Ostm1, Hmox2, Slc6a12, Clta, Stom, Fth1, Slc2a3, Psma2, Ap2a2, Wwp1, Atp6v1f, Atp2b1, Vcp, Mcoln2, Atp6v1b2, Arl2, Tcirg1, Psmc1, Slc26a11, Vdac3, Vdac2, Npc2, Slc36a1, Psme3, Pex19, Atp6v0d1, Camk2g, Rnf185, Atp6v0b, Fxyd4, Psmd4, Psmb2, Atp6ap1, Slc4a2, Lrrc8a, Tusc3, Psmc2, Abcg1, Slc6a6, Psma6, Atp6v0e, Bsg, Parl, Slc5a6, Slc40a1, Psma4, Psmd11, Psmb8, Gng12, Trpm7, Psmd13, Slc39a6, Prkacb, Psmc4"
"REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT"	0.00049438786294739	0.148612991601985	0.477270815362862	0.72830820459451	1.74354519695383	82	"Psmd8, Abcc5, Psmb6, Abca9, Psma2, Vcp, Psmc1, Psme3, Pex19, Rnf185, Psmd4, Psmb2, Psmc2, Abcg1, Psma6, Psma4, Psmd11, Psmb8, Psmd13, Psmc4, Derl2"
"REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES"	0.000729611053741204	0.15665791625329	0.477270815362862	0.792400163088543	1.71424969577709	45	"Psmd8, Psmb6, Psma2, Psmc1, Psme3, Mrc1, Psmd4, Psmb2, Psmc2, Psma6, Psma4, Psmd11, Psmb8, Psmd13, Psmc4"
"REACTOME_STABILIZATION_OF_P53"	0.000638366269879108	0.15665791625329	0.477270815362862	0.778056269539469	1.70906391055534	53	"Psmd8, Psmb6, Trp53, Psma2, Psmc1, Psme3, Psmd4, Psmb2, Psmc2, Mdm2, Psma6, Psma4, Psmd11, Psmb8, Psmd13, Psmc4"
"REACTOME_REGULATION_OF_RAS_BY_GAPS"	0.00119290700624033	0.158347634341155	0.45505986738723	0.737818192997061	1.70758723024407	63	"Psmd8, Psmb6, Psma2, Rasa3, Psmc1, Psme3, Psmd4, Psmb2, Kras, Psmc2, Psma6, Psma4, Psmd11, Psmb8, Nras, Psmd13, Psmc4"
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS"	0.00140760020637626	0.158347634341155	0.45505986738723	0.751056004330161	1.6765306074176	56	"Psmd8, Psmb6, Psma2, Vcp, Psmc1, Psme3, Rnf185, Psmd4, Psmb2, Psmc2, Psma6, Psma4, Psmd11, Psmb8, Psmd13, Psmc4, Derl2"
"REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS"	0.00120507635975375	0.158347634341155	0.45505986738723	-0.907764770895047	-1.67546811468277	25	"Wnt8a, Ptch2, Vipr1, Gngt2, Gng4"
