"logFC"	"logCPM"	"F"	"PValue"	"FDR"	"type"	"contrast"	"ensemblid"
10.6111109846055	2.27026900128035	43.0778416025587	4.82682171633637e-05	0.000541261555930969	"ECs"	"D2vsD0"	"ENSMUSG00000029371"
10.309701992491	3.85506380249284	141.277690086338	3.23553207925201e-08	2.92358222111851e-06	"ECs"	"D2vsD0"	"ENSMUSG00000040035"
10.0919801220477	2.00924267653205	112.007755431402	1.23425938375459e-07	7.06796440784052e-06	"ECs"	"D2vsD0"	"ENSMUSG00000028583"
9.63335449296086	1.48693624285516	70.3680648116335	1.64214837518306e-06	4.42220179547439e-05	"ECs"	"D2vsD0"	"ENSMUSG00000027832"
9.5025422802525	2.08110905483132	58.4694533906629	4.41277567551352e-06	8.90421921822283e-05	"ECs"	"D2vsD0"	"ENSMUSG00000035373"
9.3276329305594	2.28070347136399	97.4602583420684	2.71638504764103e-07	1.18183142853523e-05	"ECs"	"D2vsD0"	"ENSMUSG00000027996"
8.95329937452741	1.46902423405662	60.5134590076165	3.68127870521078e-06	7.92078934310421e-05	"ECs"	"D2vsD0"	"ENSMUSG00000035095"
8.57153871788994	1.94211234761825	95.767833368516	2.99766788543377e-07	1.25884673403375e-05	"ECs"	"D2vsD0"	"ENSMUSG00000032717"
8.52946218390595	1.28277085747436	34.8602702812851	5.89503479790082e-05	0.000634526479583856	"ECs"	"D2vsD0"	"ENSMUSG00000053398"
8.40261032141764	2.04900091643472	84.5412042539524	1.85394522798662e-07	9.26205464243797e-06	"ECs"	"D2vsD0"	"ENSMUSG00000020892"
8.37094787748999	0.426147392603953	27.4732801693329	0.000311435277203121	0.00231836221292961	"ECs"	"D2vsD0"	"ENSMUSG00000022902"
8.14261732639909	2.74823544277449	65.804573229416	8.71246146126696e-07	2.75602929368637e-05	"ECs"	"D2vsD0"	"ENSMUSG00000031562"
8.08861316015772	0.239387988518115	16.9703467904505	0.00128580268719235	0.00715663055399263	"ECs"	"D2vsD0"	"ENSMUSG00000026069"
8.08077650387406	2.93029000010408	100.580643106903	2.27408811013206e-07	1.05131686317772e-05	"ECs"	"D2vsD0"	"ENSMUSG00000015242"
8.07413490468283	1.68732542221198	19.5186421090288	0.000746307820380836	0.00465563490894405	"ECs"	"D2vsD0"	"ENSMUSG00000024679"
8.07254758463954	0.437900998511187	20.4256701357107	0.00062173800639503	0.00401951817788987	"ECs"	"D2vsD0"	"ENSMUSG00000060044"
7.99226533218765	2.20214861553854	61.0961990287522	1.3617990205467e-06	3.91757240324444e-05	"ECs"	"D2vsD0"	"ENSMUSG00000056758"
7.85756549858698	1.50684214567314	16.6236691919386	0.00138992143947215	0.0076018051397027	"ECs"	"D2vsD0"	"ENSMUSG00000009185"
7.79446896959174	1.52416174146236	60.1645661824786	3.79555027593076e-06	8.06152133401052e-05	"ECs"	"D2vsD0"	"ENSMUSG00000026971"
7.75406292558576	2.29419060048294	34.4331196943079	6.24921164441013e-05	0.000666214704225269	"ECs"	"D2vsD0"	"ENSMUSG00000033777"
7.72029298009367	0.5459100145488	23.0920173142912	0.000374234803460546	0.00267484648867114	"ECs"	"D2vsD0"	"ENSMUSG00000027656"
7.57766443850351	1.15660332108105	29.6299036763056	0.000125405291271337	0.00114846514534712	"ECs"	"D2vsD0"	"ENSMUSG00000000567"
7.5284620880714	-0.0777453908884692	18.8201388452002	0.000862248806819826	0.00520510863050235	"ECs"	"D2vsD0"	"ENSMUSG00000030292"
7.48379144606861	1.56073802289041	51.0088165029672	8.97347655119371e-06	0.000152055822542333	"ECs"	"D2vsD0"	"ENSMUSG00000045273"
7.4099600581089	0.90933413194095	15.5387444048981	0.00178515753835348	0.00930002244360491	"ECs"	"D2vsD0"	"ENSMUSG00000042515"
7.38369738745573	-0.275015772926185	11.458021733086	0.00507916741124894	0.0209063520419013	"ECs"	"D2vsD0"	"ENSMUSG00000046561"
7.31629877558438	0.924898411806354	15.1679916169004	0.0019492142440011	0.00994724056607536	"ECs"	"D2vsD0"	"ENSMUSG00000029503"
7.30801941643347	0.651684401214592	13.0520436593595	0.00330355057903338	0.0149885619274623	"ECs"	"D2vsD0"	"ENSMUSG00000026251"
7.2644561024287	2.91231989822563	55.524615757898	2.39970182941836e-06	5.85146366234007e-05	"ECs"	"D2vsD0"	"ENSMUSG00000046179"
7.25702880457537	1.1019993181101	19.4325257632678	0.000759575857681234	0.00471901158923058	"ECs"	"D2vsD0"	"ENSMUSG00000033737"
7.13303575431313	0.123078115014836	13.2053316328756	0.00317466475250925	0.0145317764655455	"ECs"	"D2vsD0"	"ENSMUSG00000011008"
7.12890320438094	-0.540556808641094	12.5867898193112	0.00482999211799543	0.0200794622110525	"ECs"	"D2vsD0"	"ENSMUSG00000062564"
7.10020570934907	0.70903960605859	28.1600739704584	0.000157777435622372	0.00137761456171134	"ECs"	"D2vsD0"	"ENSMUSG00000040838"
7.06811290696594	0.894551177747368	23.8691717849742	0.000325190546649491	0.00239763900247218	"ECs"	"D2vsD0"	"ENSMUSG00000027270"
6.95768152436228	0.620410515901783	12.355738596886	0.00397147091624071	0.0172892450130622	"ECs"	"D2vsD0"	"ENSMUSG00000101389"
6.86340321846111	3.767064166006	75.3594433658348	3.79892626657321e-07	1.51622159091219e-05	"ECs"	"D2vsD0"	"ENSMUSG00000027379"
6.84628631153056	1.88842604342882	75.3802784301186	3.79243376770633e-07	1.51622159091219e-05	"ECs"	"D2vsD0"	"ENSMUSG00000024087"
6.82375371016159	0.504433828650509	6.13074296035688	0.0283217074156966	0.0795820203721125	"ECs"	"D2vsD0"	"ENSMUSG00000069792"
6.78718103154665	5.37249111410373	468.833697098072	1.65482100966717e-12	7.81552055259752e-09	"ECs"	"D2vsD0"	"ENSMUSG00000004791"
6.76265517743821	0.841533244719419	23.7860037967697	0.000330066231366982	0.00242145854658696	"ECs"	"D2vsD0"	"ENSMUSG00000026919"
6.62153428588878	0.977665635177721	15.9576240101494	0.0016187751611663	0.00859707277675123	"ECs"	"D2vsD0"	"ENSMUSG00000042414"
6.58589853167443	1.87653292938702	53.7816303596206	2.89223232063416e-06	6.60140379777006e-05	"ECs"	"D2vsD0"	"ENSMUSG00000016529"
6.58002620636517	4.41581705060005	48.5583774735921	5.21735147422631e-06	0.000100517271487488	"ECs"	"D2vsD0"	"ENSMUSG00000029304"
6.52716770426549	0.786781519388568	27.4256542301601	0.000109511845278639	0.00103308239651103	"ECs"	"D2vsD0"	"ENSMUSG00000030235"
6.50080610977602	3.62088457146498	106.2013834277	4.32170421194773e-08	3.54946620337294e-06	"ECs"	"D2vsD0"	"ENSMUSG00000042734"
6.48653856978227	-0.554123326238393	10.0846757180909	0.00755496172683481	0.0285712047763985	"ECs"	"D2vsD0"	"ENSMUSG00000052430"
6.47494237628676	-0.31175387335944	12.6520309853125	0.0036696465940468	0.0162437716626328	"ECs"	"D2vsD0"	"ENSMUSG00000068105"
6.39223701410065	0.327870889694464	8.56885842333417	0.0121067292272493	0.0412812191174844	"ECs"	"D2vsD0"	"ENSMUSG00000090124"
6.38665654661177	-0.556459856965472	8.61675577498048	0.0119205707845802	0.0408093642549616	"ECs"	"D2vsD0"	"ENSMUSG00000022491"
6.38482765958054	0.329145986042543	11.4743582253982	0.00505601882563636	0.0208278648694397	"ECs"	"D2vsD0"	"ENSMUSG00000071322"
6.35946271541607	0.972389149554753	12.8553121525348	0.00347800264108257	0.0156052345196669	"ECs"	"D2vsD0"	"ENSMUSG00000025592"
6.34520146381122	0.210669010179197	14.2187287155673	0.00245585111756488	0.0118680356875517	"ECs"	"D2vsD0"	"ENSMUSG00000104301"
6.25444236923301	-0.452016043147019	8.56136664104044	0.0121361539956604	0.0413617029144032	"ECs"	"D2vsD0"	"ENSMUSG00000060205"
6.25436994859474	-0.324554725733439	11.4449273558243	0.00642149922315139	0.0250767333544521	"ECs"	"D2vsD0"	"ENSMUSG00000078307"
6.21922564661119	-0.63084954132121	7.18747416650896	0.0219919757333253	0.0654922393472594	"ECs"	"D2vsD0"	"ENSMUSG00000032023"
6.19318665992489	-0.403161854072263	8.94202348117608	0.0107414447745389	0.0376391812621261	"ECs"	"D2vsD0"	"ENSMUSG00000035041"
6.18662816747944	0.260553318864382	6.21634635701258	0.0274265373129705	0.0776388574815001	"ECs"	"D2vsD0"	"ENSMUSG00000015852"
6.18447730804437	0.462087666803138	5.59985572584435	0.0347136285169903	0.0933254870948517	"ECs"	"D2vsD0"	"ENSMUSG00000059498"
-6.18089526988085	-0.315563266017992	7.31975519048808	0.0174202450351585	0.0548066254222314	"ECs"	"D2vsD0"	"ENSMUSG00000028197"
6.17656514939012	1.08780063285162	29.4035797501766	7.75007450961583e-05	0.000791841181208139	"ECs"	"D2vsD0"	"ENSMUSG00000021091"
6.17369480667143	-0.21676747101766	9.61469441617048	0.00870947320399428	0.032034723154139	"ECs"	"D2vsD0"	"ENSMUSG00000028738"
6.1662246713946	-0.135858084018804	12.0596096907025	0.0043024387579385	0.0183836738675705	"ECs"	"D2vsD0"	"ENSMUSG00000006204"
6.13646074555689	0.31985698307811	18.071163139669	0.000737334502900275	0.00461447182635818	"ECs"	"D2vsD0"	"ENSMUSG00000043613"
6.12905681434169	-0.418861181158587	8.13753390705812	0.0139460980962329	0.0461198514536	"ECs"	"D2vsD0"	"ENSMUSG00000053550"
6.12565034819224	0.612356173209902	12.1511178406734	0.0041968454419697	0.018053413528283	"ECs"	"D2vsD0"	"ENSMUSG00000019803"
6.11931760336467	-0.648194240316997	6.86678166778066	0.0216144221425555	0.0646335909187501	"ECs"	"D2vsD0"	"ENSMUSG00000022667"
6.1076490778863	-0.291886531158381	8.62283140027551	0.0118971977139829	0.0407582408323916	"ECs"	"D2vsD0"	"ENSMUSG00000037946"
6.09227606694938	0.172068513769099	5.45251848512905	0.0367813611680987	0.0975628635304674	"ECs"	"D2vsD0"	"ENSMUSG00000022901"
6.09214361684824	4.27108810160582	77.073888697117	3.30452533951773e-07	1.35242833669302e-05	"ECs"	"D2vsD0"	"ENSMUSG00000020330"
6.08327188836565	-0.763429449479536	7.96539016303071	0.0147704434873536	0.0481426738458445	"ECs"	"D2vsD0"	"ENSMUSG00000026163"
6.0729076485365	0.118417582820424	10.1133388833184	0.00749054210648899	0.0283868621602962	"ECs"	"D2vsD0"	"ENSMUSG00000053318"
6.06894878869957	0.0493549890151402	10.0877388597241	0.00754804659398927	0.0285599631897928	"ECs"	"D2vsD0"	"ENSMUSG00000032796"
6.06061076261189	1.18507129583699	25.4062544709982	0.000158697934611219	0.00138423580773471	"ECs"	"D2vsD0"	"ENSMUSG00000049130"
6.04810913314202	3.28750322574757	80.3777619674687	2.54442199251444e-07	1.12764656911192e-05	"ECs"	"D2vsD0"	"ENSMUSG00000041431"
6.01778821756862	0.316113776663393	14.802080387303	0.00212858025012934	0.0106355048376596	"ECs"	"D2vsD0"	"ENSMUSG00000025557"
6.01728174659079	1.8489198734036	33.185828337078	4.17598257042889e-05	0.000482469182459121	"ECs"	"D2vsD0"	"ENSMUSG00000022367"
5.97344448103779	0.215848511793893	7.69306504227842	0.0161943780779577	0.0517934105062805	"ECs"	"D2vsD0"	"ENSMUSG00000024154"
5.96779340208314	4.68846430300126	132.979556431759	9.90819443405379e-09	1.40639022760766e-06	"ECs"	"D2vsD0"	"ENSMUSG00000029414"
5.95852493470605	0.538623654270152	14.7710930907576	0.00214463320823535	0.0106958505751854	"ECs"	"D2vsD0"	"ENSMUSG00000050558"
5.95819304367139	0.677880512062858	11.1946421476884	0.00546999301184536	0.0220627112348596	"ECs"	"D2vsD0"	"ENSMUSG00000002111"
-7.30768463254381	-0.0902638752140446	13.8742084589587	0.00267658516814321	0.0526516963789528	"ECs"	"D4vsD2"	"ENSMUSG00000021943"
7.22654221601734	1.12781565109234	7.65559078420601	0.0175300337117144	0.151737356703665	"ECs"	"D4vsD2"	"ENSMUSG00000055775"
7.15390019452729	0.391985645551823	13.4447149948208	0.0026521228479119	0.0523487136519722	"ECs"	"D4vsD2"	"ENSMUSG00000030046"
-7.12890320438094	-0.540556808641094	11.8125983216195	0.00584859706966115	0.0816324415657521	"ECs"	"D4vsD2"	"ENSMUSG00000062564"
-6.94023431791031	0.0191397952476445	10.4084343315202	0.00686331022677611	0.0887818201477966	"ECs"	"D4vsD2"	"ENSMUSG00000034310"
6.81451562106672	-0.452772973777185	8.49186512732709	0.0116039566497306	0.11856003098822	"ECs"	"D4vsD2"	"ENSMUSG00000023349"
6.78867907726814	-0.222584744017093	7.086733893231	0.0189484199658745	0.159144758530777	"ECs"	"D4vsD2"	"ENSMUSG00000055027"
6.64971583446875	-0.242737461937406	6.39003355218323	0.0245416898610302	0.182262558579738	"ECs"	"D4vsD2"	"ENSMUSG00000043850"
-6.56692025538636	-0.202566229856442	10.8192584110861	0.00608936544930097	0.0837404209343621	"ECs"	"D4vsD2"	"ENSMUSG00000069227"
-6.49724163748442	0.104940463133707	16.8805607212651	0.00131187149906239	0.0359289116794252	"ECs"	"D4vsD2"	"ENSMUSG00000023267"
6.44300739999837	-0.848191801484454	5.73143691974463	0.038649119570903	0.230811395030191	"ECs"	"D4vsD2"	"ENSMUSG00000046178"
6.41544463846832	-0.177402050277878	13.0342080072501	0.00376652843010835	0.063602364290354	"ECs"	"D4vsD2"	"ENSMUSG00000022388"
-6.38419921702893	0.157738890799857	12.9265970297569	0.003413578546357	0.0597813961042766	"ECs"	"D4vsD2"	"ENSMUSG00000035189"
6.37123868211581	-0.410621937338879	10.4987780331432	0.007373410157024	0.09281143905731	"ECs"	"D4vsD2"	"ENSMUSG00000028876"
-6.36661094981072	-0.145177790664355	8.56668086215997	0.0121152732023052	0.121811588843155	"ECs"	"D4vsD2"	"ENSMUSG00000050587"
-6.25436994859474	-0.324554725733439	10.6416349256612	0.00792477771328502	0.0968896029620873	"ECs"	"D4vsD2"	"ENSMUSG00000078307"
6.22532557313861	-0.223046150124997	8.39015156323196	0.0138260364770212	0.131783958209924	"ECs"	"D4vsD2"	"ENSMUSG00000079157"
-6.21922564661119	-0.63084954132121	6.68287811602157	0.0260282921051847	0.189021501764369	"ECs"	"D4vsD2"	"ENSMUSG00000032023"
-6.14899463715475	-0.377182239730641	9.31294663113024	0.00955967530704141	0.106212098043264	"ECs"	"D4vsD2"	"ENSMUSG00000021730"
6.02418092828462	-0.858493745145727	5.49401898233181	0.0377823396834541	0.229341810580144	"ECs"	"D4vsD2"	"ENSMUSG00000042800"
6.00213384937205	-0.595576155971963	6.19716759558303	0.0264169833004725	0.190332235861112	"ECs"	"D4vsD2"	"ENSMUSG00000027359"
5.97692184354734	-0.440205304255608	6.18556479881874	0.0265350465328802	0.190694322504151	"ECs"	"D4vsD2"	"ENSMUSG00000056856"
5.96915007970347	-1.09996887308642	4.87029540503109	0.0528973573043248	0.268151473976577	"ECs"	"D4vsD2"	"ENSMUSG00000053101"
