"Cluster" "Category" "ID" "Description" "FDR" "query_size" "Count" "term_size" "effective_domain_size" "GeneRatio" "BgRatio"
"cluster_1" "GO:BP" "GO:0042060" "wound healing" 0.0229427151337699 68 4 34 11240 0.0588235294117647 0.00302491103202847
"cluster_1" "GO:BP" "GO:0050878" "regulation of body fluid levels" 0.025785456786932 68 4 35 11240 0.0588235294117647 0.00311387900355872
"cluster_1" "GO:BP" "GO:0009611" "response to wounding" 0.0358585147441562 68 4 38 11240 0.0588235294117647 0.00338078291814947
"cluster_1" "GO:MF" "GO:0005125" "cytokine activity" 0.00115982573544101 81 6 73 13399 0.0740740740740741 0.00544816777371446
"cluster_1" "GO:MF" "GO:0042379" "chemokine receptor binding" 0.0201822637425098 81 4 39 13399 0.0493827160493827 0.00291066497499813
"cluster_1" "GO:MF" "GO:0008009" "chemokine activity" 0.0201822637425098 81 4 39 13399 0.0493827160493827 0.00291066497499813
"cluster_1" "KEGG" "KEGG:04657" "IL-17 signaling pathway" 0.000301659948582466 64 7 91 8787 0.109375 0.0103562080345966
"cluster_1" "KEGG" "KEGG:04061" "Viral protein interaction with cytokine and cytokine receptor" 0.000324646991143349 64 7 92 8787 0.109375 0.0104700125184932
"cluster_1" "KEGG" "KEGG:04668" "TNF signaling pathway" 0.0125429124289461 64 6 113 8787 0.09375 0.0128599066803232
"cluster_1" "KEGG" "KEGG:04060" "Cytokine-cytokine receptor interaction" 0.0168759346341257 64 9 288 8787 0.140625 0.0327756913622397
"cluster_1" "KEGG" "KEGG:04062" "Chemokine signaling pathway" 0.0325707056516434 64 7 189 8787 0.109375 0.0215090474564698
"cluster_1" "REAC" "REAC:R-MMU-6798695" "Neutrophil degranulation" 0.000109111730485403 71 17 500 8631 0.23943661971831 0.0579307148650214
"cluster_1" "REAC" "REAC:R-MMU-380108" "Chemokine receptors bind chemokines" 0.0157126500092476 71 5 51 8631 0.0704225352112676 0.00590893291623219
"cluster_1" "REAC" "REAC:R-MMU-375276" "Peptide ligand-binding receptors" 0.0315149706776644 71 8 182 8631 0.112676056338028 0.0210867802108678
"cluster_1" "REAC" "REAC:R-MMU-373076" "Class A/1 (Rhodopsin-like receptors)" 0.0333683891571238 71 10 291 8631 0.140845070422535 0.0337156760514425
"cluster_1" "WP" "WP:WP2432" "Spinal Cord Injury" 0.000137214770676234 44 8 99 4526 0.181818181818182 0.0218736190897039
"cluster_1" "WP" "WP:WP207" "Nucleotide GPCRs" 0.00503777888968788 44 3 11 4526 0.0681818181818182 0.00243040212107821
"cluster_2" "CORUM" "CORUM:3226" "Cd74-Cd44 receptor complex" 0.0499267740647069 6 1 1 1073 0.166666666666667 0.000931966449207828
"cluster_2" "GO:BP" "GO:0019882" "antigen processing and presentation" 0.000228813680101048 88 5 20 11240 0.0568181818181818 0.00177935943060498
"cluster_2" "GO:CC" "GO:0042613" "MHC class II protein complex" 4.6590755119517e-05 51 4 10 7218 0.0784313725490196 0.00138542532557495
"cluster_2" "GO:CC" "GO:0042611" "MHC protein complex" 7.28326834020305e-05 51 4 11 7218 0.0784313725490196 0.00152396785813245
"cluster_2" "HP" "HP:0001623" "Breech presentation" 0.00157949709523867 46 5 21 4637 0.108695652173913 0.00452879016605564
"cluster_2" "HP" "HP:0004944" "Dilatation of the cerebral artery" 0.00168313784049251 46 6 38 4637 0.130434782608696 0.00819495363381497
"cluster_2" "HP" "HP:0009145" "Abnormal cerebral artery morphology" 0.00218552258457585 46 7 62 4637 0.152173913043478 0.0133707138235928
"cluster_2" "HP" "HP:0000678" "Dental crowding" 0.0157853761329843 46 7 83 4637 0.152173913043478 0.0178995039896485
"cluster_2" "HP" "HP:0005855" "Multiple prenatal fractures" 0.0160763365545954 46 4 16 4637 0.0869565217391304 0.00345050679318525
"cluster_2" "HP" "HP:0001883" "Talipes" 0.0357470270526547 46 13 363 4637 0.282608695652174 0.0782833728703903
"cluster_2" "HP" "HP:0005656" "Positional foot deformity" 0.0413500625415238 46 13 368 4637 0.282608695652174 0.0793616562432607
"cluster_2" "KEGG" "KEGG:04514" "Cell adhesion molecules" 3.67733092556743e-07 69 12 165 8787 0.173913043478261 0.0187777398429498
"cluster_2" "KEGG" "KEGG:04612" "Antigen processing and presentation" 1.75417708372811e-05 69 8 82 8787 0.115942028985507 0.00933196767952657
"cluster_2" "KEGG" "KEGG:04640" "Hematopoietic cell lineage" 0.000613103882143564 69 7 93 8787 0.101449275362319 0.0105838170023899
"cluster_2" "KEGG" "KEGG:04672" "Intestinal immune network for IgA production" 0.00143260989826411 69 5 42 8787 0.072463768115942 0.00477978832365995
"cluster_2" "KEGG" "KEGG:05310" "Asthma" 0.00268972681485493 69 4 24 8787 0.0579710144927536 0.00273130761351997
"cluster_2" "KEGG" "KEGG:04658" "Th1 and Th2 cell differentiation" 0.00471275630229128 69 6 87 8787 0.0869565217391304 0.0099009900990099
"cluster_2" "KEGG" "KEGG:05332" "Graft-versus-host disease" 0.00541407245143025 69 5 55 8787 0.072463768115942 0.0062592466143166
"cluster_2" "KEGG" "KEGG:05330" "Allograft rejection" 0.00541407245143025 69 5 55 8787 0.072463768115942 0.0062592466143166
"cluster_2" "KEGG" "KEGG:04940" "Type I diabetes mellitus" 0.00965240826607641 69 5 62 8787 0.072463768115942 0.00705587800159326
"cluster_2" "KEGG" "KEGG:04659" "Th17 cell differentiation" 0.0120939800801327 69 6 103 8787 0.0869565217391304 0.0117218618413565
"cluster_2" "KEGG" "KEGG:05140" "Leishmaniasis" 0.0160675572545806 69 5 69 8787 0.072463768115942 0.00785250938886992
"cluster_2" "KEGG" "KEGG:05145" "Toxoplasmosis" 0.0165082568362633 69 6 109 8787 0.0869565217391304 0.0124046887447365
"cluster_2" "KEGG" "KEGG:05320" "Autoimmune thyroid disease" 0.0183902432172612 69 5 71 8787 0.072463768115942 0.00808011835666325
"cluster_2" "KEGG" "KEGG:05416" "Viral myocarditis" 0.032155138321962 69 5 80 8787 0.072463768115942 0.00910435871173324
"cluster_2" "KEGG" "KEGG:05152" "Tuberculosis" 0.0394195711731378 69 7 179 8787 0.101449275362319 0.0203710026175031
"cluster_2" "KEGG" "KEGG:05323" "Rheumatoid arthritis" 0.0449219788676309 69 5 86 8787 0.072463768115942 0.00978718561511323
"cluster_2" "MIRNA" "MIRNA:mmu-miR-29a-3p" "mmu-miR-29a-3p" 0.0121686218192134 68 5 48 7131 0.0735294117647059 0.00673117374842238
"cluster_2" "MIRNA" "MIRNA:mmu-miR-29b-3p" "mmu-miR-29b-3p" 0.0196567181139872 68 5 53 7131 0.0735294117647059 0.00743233768054971
"cluster_2" "REAC" "REAC:R-MMU-390522" "Striated Muscle Contraction" 4.33896444816687e-06 79 7 33 8631 0.0886075949367089 0.00382342718109141
"cluster_2" "REAC" "REAC:R-MMU-3000178" "ECM proteoglycans" 0.00866801295956661 79 5 40 8631 0.0632911392405063 0.00463445718920171
"cluster_2" "REAC" "REAC:R-MMU-397014" "Muscle contraction" 0.0274135035455661 79 8 158 8631 0.10126582278481 0.0183061058973468
"cluster_2" "TF" "TF:M01721" "Factor: PUR1; motif: GGGNCAGNN" 0.00748087750528187 153 78 7322 21837 0.509803921568627 0.335302468287768
"cluster_2" "WP" "WP:WP458" "Inflammatory Response Pathway" 0.0162248114733981 53 4 30 4526 0.0754716981132075 0.0066283694211224
