"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"	"repadj"	"genesymbol"
28.8080509346152	-1.30044776076435	0.659724298113229	-1.97119882424151	0.048701138364072	0.613955740571295	"ENSMUSG00000000247"	"D2_vs_D0"	"FAPs"	0.620647566287004	"Lhx2"
12.5268174951841	1.25984399117156	1.07828844107631	1.16837382575856	0.242656008062944	0.895681380549729	"ENSMUSG00000000889"	"D2_vs_D0"	"FAPs"	0.885752311997939	"Dbh"
21.8813521641635	-3.70388480724097	0.884688473886571	-4.18665430438948	2.83096497747155e-05	0.00583770330279804	"ENSMUSG00000003418"	"D2_vs_D0"	"FAPs"	0.00896740119121923	"St8sia6"
13.4964277356021	1.73874540451808	3.88827883957279	0.447176109599465	0.654747909408918	0.973516478377186	"ENSMUSG00000005681"	"D2_vs_D0"	"FAPs"	0.982144902727956	"Apoa2"
37.7661188200128	1.25376591605548	0.698229495949925	1.79563585229204	0.0725524500334152	0.698388581732239	"ENSMUSG00000007107"	"D2_vs_D0"	"FAPs"	0.697544726614702	"Atp1a4"
25.8179326547626	-1.70968887550866	1.52724594635245	-1.11945877452937	0.262944468889679	0.904281440281589	"ENSMUSG00000009216"	"D2_vs_D0"	"FAPs"	0.895170195392195	"Fam163b"
17.3818633468458	1.40703975249408	1.16689181729304	1.20580137048021	0.227894086961842	0.88243715850108	"ENSMUSG00000014602"	"D2_vs_D0"	"FAPs"	0.877282842296731	"Kif1a"
15.2424257416524	-2.53812239259252	0.983860166824461	-2.57975927695563	0.0098869207933738	0.314782665502048	"ENSMUSG00000015093"	"D2_vs_D0"	"FAPs"	0.352754777524666	"Clic3"
17.5985143332257	1.20197815244627	1.13621231120336	1.05788164816948	0.290109402836307	0.913729272700375	"ENSMUSG00000019230"	"D2_vs_D0"	"FAPs"	0.90557930366986	"Lhx9"
68.3003248195486	1.22201621012077	1.1426025173163	1.06950246616907	0.284843318187906	0.913729272700375	"ENSMUSG00000025934"	"D2_vs_D0"	"FAPs"	0.903957774976178	"Gsta3"
12.9360360661466	2.57734325638088	0.931460408040284	2.76699174128442	0.00565761883742578	0.229899005464337	"ENSMUSG00000025977"	"D2_vs_D0"	"FAPs"	0.276727922190994	"Boll"
88.2192292950448	1.37377593202519	0.541244870993604	2.53817819927466	0.0111431229198633	0.33283832392637	"ENSMUSG00000026039"	"D2_vs_D0"	"FAPs"	0.371281896745968	"Sgo2a"
93925.1779756335	1.23285298215621	0.192554905672366	6.40260489781511	1.52748111556982e-10	2.63795988658908e-07	"ENSMUSG00000026043"	"D2_vs_D0"	"FAPs"	5.76894367786517e-07	"Col3a1"
635.768963305995	6.35172079351906	0.838400978783871	7.57599401032719	3.56388252106928e-14	1.64128669703644e-10	"ENSMUSG00000026069"	"D2_vs_D0"	"FAPs"	4.37448760048649e-10	"Il1rl1"
233.507798557324	-1.61175168584973	0.349226989669616	-4.61519794725637	3.92720826156849e-06	0.00126182114748442	"ENSMUSG00000026163"	"D2_vs_D0"	"FAPs"	0.00226844789678223	"Sphkap"
11.6248900210299	2.33269740824158	1.01664902505915	2.29449628214206	0.0217620083739023	0.461140962720606	"ENSMUSG00000026224"	"D2_vs_D0"	"FAPs"	0.485967642558899	"4933407L21Rik"
14.584729216616	-3.89721133051673	1.44417307722937	-2.6985763631555	0.00696367594814824	0.264776795092668	"ENSMUSG00000026241"	"D2_vs_D0"	"FAPs"	0.307590009322143	"Nppc"
317.059825675435	-1.46536916369204	0.377142328668857	-3.88545398461143	0.000102138838802919	0.0164087232197806	"ENSMUSG00000026255"	"D2_vs_D0"	"FAPs"	0.0244625010124182	"Efhd1"
12.6281273639197	3.79215082425187	1.3428100609291	2.82404111690083	0.00474223008499061	0.207995716997556	"ENSMUSG00000026380"	"D2_vs_D0"	"FAPs"	0.255020824439068	"Tfcp2l1"
31.0362229560386	1.7122030458044	0.895889733254613	1.91117609929993	0.0559819542565145	0.639855065172503	"ENSMUSG00000026429"	"D2_vs_D0"	"FAPs"	0.647538918671769	"Ube2t"
27.2448757391859	1.32057267164463	0.626787101040157	2.10689190867702	0.0351269501469967	0.555970949462967	"ENSMUSG00000026458"	"D2_vs_D0"	"FAPs"	0.563929311302373	"Ppfia4"
8.96176933734312	2.16394828756957	1.37015954051946	1.57934037867529	0.114258004825259	0.786460758017994	"ENSMUSG00000026535"	"D2_vs_D0"	"FAPs"	0.772513295958732	"Ifi202b"
9.63343300553061	3.65658053911545	1.5962483989652	2.2907340370621	0.0219788007658319	0.464350955492401	"ENSMUSG00000026579"	"D2_vs_D0"	"FAPs"	0.48849442972067	"F5"
707.851842332855	1.97237703821593	1.28904407426468	1.5301083008671	0.125989923914031	0.801228843943264	"ENSMUSG00000026605"	"D2_vs_D0"	"FAPs"	0.791764874393501	"Cenpf"
14.8741717650663	-1.87219187858826	1.18420807028332	-1.580965309703	0.1138859698178	0.786048781459278	"ENSMUSG00000026638"	"D2_vs_D0"	"FAPs"	0.77223426341143	"Irf6"
85.5157779468392	-2.08376450013141	1.43385706122569	-1.45325817787595	0.146152084498249	0.833950610174203	"ENSMUSG00000026678"	"D2_vs_D0"	"FAPs"	0.818052870709421	"Rgs5"
272.875362667402	1.21654711096607	0.400929378791474	3.03431770112013	0.00241080405678546	0.142414307601589	"ENSMUSG00000026683"	"D2_vs_D0"	"FAPs"	0.176729810390728	"Nuf2"
34.1500111692342	1.53771044454437	0.758243329444853	2.02799073177499	0.0425611939389182	0.594875890890888	"ENSMUSG00000026692"	"D2_vs_D0"	"FAPs"	0.599465272840178	"Fmo4"
