"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"id"	"contrast"	"celltype"
188.058031507909	-0.826905319651209	0.427060888219439	-1.9362703128794	0.052834602761725	0.776825170855339	"ENSMUSG00000001138"	"D4_vs_D2"	"M1"
299.999385760099	-0.160757033150242	0.312906839350508	-0.513753657426986	0.607424232085251	0.980742673912948	"ENSMUSG00000001143"	"D4_vs_D2"	"M1"
325.438380420474	0.431363754512592	0.307103623891177	1.40461955169063	0.160134439513721	0.900078419516105	"ENSMUSG00000001674"	"D4_vs_D2"	"M1"
896.528690881578	0.104572162451825	0.19855450415126	0.526667289159866	0.598424654979622	0.980742673912948	"ENSMUSG00000001855"	"D4_vs_D2"	"M1"
1573.9030010905	0.165213537466693	0.266977503801251	0.618829433620311	0.536028729838871	0.97577599914683	"ENSMUSG00000002881"	"D4_vs_D2"	"M1"
157.947608608693	0.248708915438156	0.310672964476013	0.800548949785936	0.42339281477867	0.962729421894876	"ENSMUSG00000003464"	"D4_vs_D2"	"M1"
178.331667480241	0.887255715742181	0.341441810185493	2.59855615005136	0.00936167328762108	0.506211699176264	"ENSMUSG00000004105"	"D4_vs_D2"	"M1"
168.03250465294	-0.726971691595845	0.335673382581641	-2.16571146036291	0.0303332427386137	0.719837367640461	"ENSMUSG00000004552"	"D4_vs_D2"	"M1"
1221.72496119561	0.288143355969614	0.241727098830917	1.1920192537915	0.233253695831404	0.930155775479945	"ENSMUSG00000004707"	"D4_vs_D2"	"M1"
566.594271525518	0.465634625107524	0.637331859220112	0.730599950985206	0.465023541986319	0.963624975317206	"ENSMUSG00000004709"	"D4_vs_D2"	"M1"
1018.95539735349	-0.431755654932889	0.186537301750152	-2.31458078830357	0.0206358852710324	0.640774570019433	"ENSMUSG00000005501"	"D4_vs_D2"	"M1"
1803.46850614099	-0.281272573366684	0.185512592415774	-1.51619127145984	0.129470994519114	0.882958076027525	"ENSMUSG00000005886"	"D4_vs_D2"	"M1"
336.331281535839	0.1063372628441	0.236352868886351	0.449908915195911	0.652776118977248	0.988942137968089	"ENSMUSG00000006010"	"D4_vs_D2"	"M1"
347.378272572906	0.171346859082316	0.231546059466015	0.740011984991113	0.45929272212609	0.963624975317206	"ENSMUSG00000006299"	"D4_vs_D2"	"M1"
566.526731185939	0.535230413165902	0.196650795464455	2.72173022184721	0.0064941133295097	0.475451999294529	"ENSMUSG00000006301"	"D4_vs_D2"	"M1"
